"","gainer","loser","year","pop","month","gaintype","procedur","entity","contgain","area","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","ter","claim","dyadnum","name","begclaim","resolved","endviol","homec","homet","offshore","contc","contt","entirecl","resource","stratloc","idenc","ident","histc","histt","dyad","panel","window5","window10","window20","outstanding.claim5","outstanding.claim10","outstanding.claim20"
"183315",770,750,1949,1320000,1,1,1,7507,1,32024,0,1,1,0,0,646,0,1,4.01,0,0,49,1,0.05141,0.011359,0,0,1,6,0,0,1,1238,0,0,0,5,5,1238,0,1,0,NA,1,NA,6,NA,6,NA,20,20,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770750,3600,1,1,1,0,0,0
"183324",770,750,1958,300,9,1,3,750,1,1,0,1,1,0,0,685,0,0,4.01,1,1,58,1,0.046342,0.010195,0,0,1,6,0,0,0,0,0,0,0,4,4,2628,0,1,0,NA,1,NA,1,NA,1,NA,17,17,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770750,3600,1,1,1,0,0,0
"183334",770,750,1968,187200,2,1,3,750,1,780,0,1,1,0,0,758,0,0,4.01,1,1,68,1,0.050446,0.011205,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770750,3600,1,1,1,0,0,0
"183337",770,750,1971,75600,12,1,1,750,1,315,0,1,1,0,0,775,0,0,4.01,0,0,71,1,0.053079,0.008584,0,0,1,6,0,0,0,0,0,0,0,5,5,1447,1,0,3,NA,0,NA,6,NA,6,NA,20,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770750,3600,1,1,1,0,0,0
"183338",770,750,1972,3506160,7,1,3,770,1,14609,0,1,1,0,0,782,0,0,4.01,1,1,72,1,0.054188,0.008068,0,0,1,6,0,0,0,0,0,0,0,4,4,2638,0,1,0,NA,1,NA,2,NA,2,NA,17,17,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770750,3600,0,1,1,0,0,0
"183640",771,750,1992,20,6,1,3,7712,1,1,1,1,1,0,0,860,0,0,4.01,1,1,92,0,0.062211,0.006146,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771750,3609,1,1,1,0,0,0
"184577",780,750,1974,100,6,1,3,750,1,1,0,1,1,0,0,791,0,0,4.01,1,1,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780750,3630,0,0,0,0,0,0
"185258",790,710,1961,31200,10,1,3,710,1,780,0,1,1,0,0,718,0,0,4.01,1,1,61,0,0.104944,0.000746,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790710,3644,0,0,0,0,0,0
"185639",800,220,1867,NA,NA,1,3,811,1,35641,0,0,0,0,0,195,0,0,4.01,1,1,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800220,3649,0,1,1,0,0,0
"185657",800,220,1904,NA,2,1,3,810,1,6076,0,0,0,0,0,411,0,0,4.01,1,1,4,0,0.070254,0.002652,1,0,6,1,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,2,"Sayaboury & Bassac",1902,4,0,0,1,0,1,1,0,1,1,0,0,0,1,800220,3649,0,0,0,1,1,1
"185660",800,220,1907,NA,3,1,3,810,1,35641,0,0,0,0,0,424,0,0,4.01,1,1,7,0,0.070361,0.003131,1,0,6,1,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,1,"Battambang & Siemreap",1906,4,0,0,1,0,1,1,0,1,1,0,0,0,1,800220,3649,0,0,0,1,1,1
"188008",820,200,1963,1733000,10,1,5,830,1,583,1,0,0,0,0,731,0,0,4.01,0,0,63,0,0.037132,0.0015,1,0,6,1,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820200,3703,0,0,0,0,0,0
"189330",850,210,1963,751000,5,1,3,851,1,412781,1,0,0,0,0,734,0,1,4.01,1,0,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850210,3738,0,0,0,0,0,0
"189391",850,235,1976,610541,7,1,1,860,1,14984,1,0,0,0,0,809,0,0,4.01,0,0,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850235,3740,0,0,0,0,0,0
"189783",900,200,1947,0,12,0,3,9005,0,412,1,0,0,0,0,623,0,0,4.01,1,1,47,0,0.091218,0.009294,1,0,6,3,940,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900200,3757,0,0,0,0,0,0
"189791",900,200,1955,500,11,0,3,9002,0,14,1,0,0,0,0,668,0,0,4.01,1,1,55,0,0.050593,0.006789,1,0,6,2,940,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900200,3757,0,0,0,0,0,0
"189794",900,200,1958,3361,10,0,3,9002,0,135,1,0,0,0,0,687,0,0,4.01,1,1,58,0,0.045203,0.007253,1,0,6,2,940,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900200,3757,0,0,0,0,0,0
"189930",900,255,1919,2120,7,0,6,970,0,21,1,0,0,0,0,495,0,0,4.01,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900255,3759,0,0,1,0,0,0
"189931",900,255,1920,400000,12,0,6,912,0,240870,1,0,0,0,0,524,0,0,4.01,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900255,3759,0,0,1,0,0,0
"190515",920,200,1926,1033,2,0,3,9201,0,6,1,0,0,0,0,551,0,0,4.01,1,1,26,0,0.077437,0.000991,1,0,6,4,955,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920200,3774,0,0,0,0,0,0
"190683",920,255,1920,41828,12,0,6,990,0,2823,1,0,0,0,0,526,0,0,4.01,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920255,3776,0,0,1,0,0,0
