"","loser","year","month","gaintype","procedur","entity","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","v21","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","polity21","polity22","ter","panel","lead1","lagtc1","window5","window10","window20","dyad","rivnumb","rivalry","rivala","rivalb","beginr","endr","totdisp","rivtyp2","rivtypold","rivals"
"781",70,1932,NA,0,3,960,0,5,0,0,1,0,0,0,560,0,0,4.01,1,NA,1,32,0,0.006199,0.068938,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,0,842,0,NA,0,0,0,"22070",10194,70220,70,220,"1838","1867",2,"ISOLATED","ISOLATED",1
"782",705,1998,7,1,3,705,1,470,NA,0,1,1,0,0,872,0,0,4.01,1,NA,1,98,0,0.002535,0.147196,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3265,0,NA,0,0,0,"710705",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"783",713,1955,2,1,3,713,1,1,300,0,1,1,0,0,667,0,1,4.01,1,NA,0,55,0,0.006592,0.091344,0,1,2,6,0,0,1,50,0,0,0,4,4,50,1,1,1,NA,1,NA,2,NA,2,NA,16,17,5,3,NA,NA,1,3267,NA,NA,1,1,1,"710713",11292,710713,710,713,"1949","2001",27,"RIVALRY","ENDURING",1
"784",710,1895,4,1,1,713,1,35763,2781272,1,1,1,0,0,354,0,0,4.01,0,NA,0,95,0,0.1522,0.031203,0,1,4,4,0,713,1,1490,0,0,0,5,5,1490,0,1,0,NA,3,NA,6,NA,6,NA,20,20,1,2,NA,1,NA,3504,0,NA,0,0,1,"740710",11298,710740,710,740,"1978","1999",7,"RIVALRY","ENDURING",1
"786",740,1922,2,1,3,710,1,552,192000,0,1,0,0,0,541,0,0,4.01,1,NA,1,22,0,0.040867,0.136364,1,0,6,1,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,3271,0,NA,0,1,1,"710740",11298,710740,710,740,"1978","1999",7,"RIVALRY","ENDURING",1
"788",710,1933,5,1,1,710,0,173960,2963027,0,1,1,0,0,564,0,1,4.01,0,NA,0,33,0,0.122585,0.049185,0,1,6,4,0,713,1,129,0,0,0,5,5,129,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,NA,1,1,3504,1,711,1,1,1,"740710",11298,710740,710,740,"1978","1999",7,"RIVALRY","ENDURING",0
"790",740,1945,9,1,3,710,1,1500000,NA,0,1,0,0,0,602,0,1,4.01,1,NA,0,45,0,0.052876,0.093496,1,0,6,6,0,0,1,258,0,0,0,5,5,258,1,0,1,NA,0,NA,6,NA,6,NA,20,20,1,2,NA,NA,1,3271,0,NA,0,0,0,"710740",11298,710740,710,740,"1978","1999",7,"RIVALRY","ENDURING",0
"792",710,1937,7,1,1,710,0,1500000,NA,0,1,1,0,0,572,0,1,4.01,0,NA,0,37,0,0.117241,0.053411,0,1,6,4,0,713,0,0,0,0,0,5,5,157,0,1,0,NA,1,NA,6,NA,6,NA,21,21,9,2,NA,1,1,3504,1,NA,1,1,1,"740710",11298,710740,710,740,"1978","1999",7,"RIVALRY","ENDURING",0
"794",710,1932,1,1,1,711,0,1304292,32900000,1,1,1,0,0,562,0,1,4.01,0,NA,0,32,0,0.125507,0.048889,0,1,6,4,0,713,1,129,0,0,0,5,5,129,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,NA,1,1,3504,1,NA,1,1,1,"740710",11298,710740,710,740,"1978","1999",7,"RIVALRY","ENDURING",1
"796",710,1963,3,1,3,710,1,1942,9136,0,1,1,0,0,730,0,0,4.01,1,NA,1,63,0,0.107103,0.010742,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,3572,0,NA,0,0,0,"770710",1300,710770,710,770,"1955","1955",1,"ISOLATED","ISOLATED",0
"797",775,1961,10,1,3,775,1,161,0,0,1,1,0,0,716,0,0,4.01,1,NA,1,61,0,0.002601,0.104944,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,0,3276,0,NA,0,0,0,"710775",1301,710775,710,775,"1956","1969",3,"RIVALRY","PROTO",1
"798",710,1961,10,1,3,710,1,780,31200,0,1,1,0,0,718,0,0,4.01,1,NA,1,61,0,0.104944,0.000746,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3618,0,NA,0,0,0,"790710",1302,710790,710,790,"1956","1960",3,"RIVALRY","PROTO",1
"799",750,1949,8,1,3,750,1,83,19920,0,1,1,0,0,644,0,0,4.01,1,NA,1,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563,0,NA,0,0,0,"760750",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"800",761,1950,12,1,3,761,1,7298,137158,1,1,NA,0,0,649,0,0,4.01,1,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3551,NA,NA,0,0,0,"750761",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"801",770,1949,1,1,1,7507,1,139860,2700000,0,1,1,0,0,643,0,1,4.01,0,NA,0,49,0,0.011359,0.05141,0,0,1,6,0,0,1,1238,1,2625,262501,5,5,1238,1,0,1,NA,0,NA,6,NA,6,NA,20,20,6,1,4,NA,1,3552,1,NA,1,1,1,"750770",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",0
"802",750,1949,1,1,1,7507,1,32024,1320000,0,1,1,0,0,646,0,1,4.01,0,NA,0,49,1,0.05141,0.011359,0,0,1,6,0,0,1,1238,0,0,0,5,5,1238,0,1,0,NA,1,NA,6,NA,6,NA,20,20,6,1,NA,4,1,3574,1,NA,1,1,1,"770750",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",0
"803",750,1972,7,1,3,770,1,14609,3506160,0,1,1,0,0,782,0,0,4.01,1,NA,1,72,1,0.054188,0.008068,0,0,1,6,0,0,0,0,0,0,0,4,4,2638,0,1,0,NA,1,NA,2,NA,2,NA,17,17,6,1,9,4,1,3574,0,750,0,1,1,"770750",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",0
"804",770,1968,2,1,3,770,1,7000,NA,0,1,1,0,0,757,0,0,4.01,1,NA,1,68,0,0.011205,0.050446,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3552,NA,NA,1,1,1,"750770",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",1
"805",750,1968,2,1,3,750,1,780,187200,0,1,1,0,0,758,0,0,4.01,1,NA,1,68,1,0.050446,0.011205,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3574,1,NA,1,1,1,"770750",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",1
"806",770,1971,12,1,1,770,1,13361,5000000,0,1,1,0,0,774,0,1,4.01,0,NA,0,71,0,0.008584,0.053079,0,0,1,6,0,0,0,0,1,1447,144701,5,5,1447,0,1,0,NA,3,NA,6,NA,6,NA,20,20,2,1,0,9,NA,3552,1,NA,1,1,1,"750770",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",1
"807",770,1958,9,1,3,770,1,1,NA,0,1,1,0,0,684,0,0,4.01,1,NA,1,58,0,0.010195,0.046342,0,0,1,6,0,0,0,0,1,2628,262801,4,4,2628,1,0,1,NA,0,NA,1,NA,1,NA,17,17,5,1,NA,9,1,3552,1,NA,1,1,1,"750770",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",1
"808",750,1958,9,1,3,750,1,1,300,0,1,1,0,0,685,0,0,4.01,1,NA,1,58,1,0.046342,0.010195,0,0,1,6,0,0,0,0,0,0,0,4,4,2628,0,1,0,NA,1,NA,1,NA,1,NA,17,17,5,1,9,NA,1,3574,1,NA,1,1,1,"770750",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",1
"809",750,1971,12,1,1,750,1,315,75600,0,1,1,0,0,775,0,0,4.01,0,NA,0,71,1,0.053079,0.008584,0,0,1,6,0,0,0,0,0,0,0,5,5,1447,1,0,3,NA,0,NA,6,NA,6,NA,20,20,2,1,9,0,NA,3574,1,NA,1,1,1,"770750",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",1
"810",770,1972,7,1,3,750,1,179,NA,0,1,1,0,0,781,0,0,4.01,1,NA,1,72,0,0.008068,0.054188,0,0,1,6,0,0,0,0,1,2638,263801,4,4,2638,1,0,1,NA,0,NA,2,NA,2,NA,17,17,6,1,4,9,1,3552,0,770,0,1,1,"750770",1339,750770,750,770,"1947","2001",46,"RIVALRY","ENDURING",0
"811",750,1992,6,1,3,7712,1,1,20,1,1,1,0,0,860,0,0,4.01,1,NA,1,92,0,0.062211,0.006146,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3583,0,NA,0,0,0,"771750",1340,750771,750,771,"1976","2001",12,"RIVALRY","ENDURING",1
"812",750,1974,6,1,3,750,1,1,100,0,1,1,0,0,791,0,0,4.01,1,NA,1,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3604,NA,NA,0,0,0,"780750",1342,750780,750,780,"1984","1992",4,"RIVALRY","PROTO",0
"813",200,1859,11,1,3,91,1,33701,NA,0,0,0,0,0,133,0,0,4.01,1,NA,1,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,0,NA,0,0,0,"91200",222,91200,91,200,"1911","1911",1,"ISOLATED","ISOLATED",0
"814",93,1960,11,1,3,93,1,20720,NA,0,1,1,0,0,688,0,0,4.01,1,NA,1,60,0,0.000206,0.000198,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,352,0,NA,0,0,0,"9193",219,91093,91,93,"1907","1929",6,"RIVALRY","ENDURING",1
"816",200,1860,1,1,3,93,1,21367,NA,0,0,0,0,0,139,0,0,4.01,1,NA,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,0,NA,0,0,0,"93200",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"817",95,1921,8,1,2,95,1,1,100,0,1,1,0,0,528,0,0,4.01,0,NA,0,21,0,7.1e-05,8.5e-05,0,0,1,6,0,0,0,0,0,0,0,4,4,158,1,1,1,NA,1,NA,NA,NA,NA,NA,17,17,4,3,NA,10,1,385,0,NA,0,0,0,"9495",246,94095,94,95,"1921","1921",1,"ISOLATED","ISOLATED",1
